"formula","1","2","3","4","5"
"~~(~p->(~~~~~((((q->p)->~~q)->~p)->~r)->p))","p,q,r","p,q,r","p,q,r","p","p"
"(~p->q)->(~~r->(~(~q->~~(~~~p->q))->~~q))","p,q,r","p,q,r","p,q,r","p","p"
"~(~(p->(~~~~~q->p))->((~~~q->~(r->q))->~q))","p,q,r","p,q,r","p,q,r","p","p"
"~~~((p->(q->~((~~(~~~r->q)->r)->~~~p)))->p)","p,q,r","p,q,r","p,q,r","p","p"
"~(((~~~~(p->~(q->r))->p)->~~~q)->~(~~r->q))","p,q,r","p,q,r","p,q,r","p","p"
"~((~p->~~~p)->~~(~~(~(q->q)->q)->(p->~~r)))","p,q,r","p,q,r","p,q,r","p","p"
"~~(~~~((~p->~~~(q->~q))->((~p->r)->~p))->p)","p,q,r","p,q,r","p,q,r","p","p"
"~(p->~~~(q->((~~(p->r)->~~q)->~~p)))->~~q","p,q,r","p,q,r","p,q,r","p","p"
"~~~~~((p->q)->(~~r->~(q->(~~~~q->(q->q)))))","p,q,r","p,q,r","p,q,r","p","p"
"~(~~p->(~~(~p->~((q->(~p->r))->~~r))->~~p))","p,q,r","p,q,r","p,q,r","p","p"
"~~(~p->~p)->(~~(~~(~q->~(~q->~q))->r)->q)","p,q,r","p,q,r","p,q,r","p","p"
"(((~~~~~~p->q)->(q->~~q))->(r->~~~~r))->r","p,q,r","p,q,r","p,q,r","p","p"
"~((~p->(((~~(~q->p)->r)->~~~~p)->~p))->~~q)","p,q,r","p,q,r","p,q,r","p","p"
"~((~(p->p)->~p)->~~~(~(~~q->r)->(r->~~~r)))","p,q,r","p,q,r","p,q,r","p","p"
"~~p->~~(q->~((~(p->~~~q)->~p)->(r->~~r)))","p,q,r","p,q,r","p,q,r","p","p"
"p->~~(~~~q->~(~~~(((q->~q)->~r)->r)->~q))","p,q,r","p,q,r","p,q,r","p","p"
"~~~~p->~~(((~(p->~~q)->r)->~(r->~q))->~p)","p,q,r","p,q,r","p,q,r","p","p"
"((~~~p->~q)->~(~p->(~~r->q)))->~(~~r->~q)","p,q,r","p,q,r","p,q,r","p","p"
"~~(p->~(~~~p->~(~~~~q->~(q->((q->r)->q)))))","p,q,r","p,q,r","p,q,r","p","p"
"~(((~p->p)->p)->~~~~p)->((~q->~~~~~r)->r)","p,q,r","p,q,r","p,q,r","p","p"
"~~(~(~p->(p->(p->~p)))->~~(q->~p))->~~~~r","p,q,r","p,q,r","p,q,r","p","p"
"~((~~p->~p)->q)->~~~(~~~q->~((r->p)->~p))","p,q,r","p,q,r","p,q,r","p","p"
"~~(p->~(~~(~(~~(q->(~p->~q))->~~r)->p)->p))","p,q,r","p,q,r","p,q,r","p","p"
"~~~~~(p->((q->~p)->~~~~((~p->p)->~q)))->r","p,q,r","p,q,r","p,q,r","p","p"
"~(~~~~p->~(((q->~((q->~r)->q))->q)->~~~~r))","p,q,r","p,q,r","p,q,r","p","p"
"~~~~~(((~~p->(~~p->~(q->~q)))->p)->(r->~r))","p,q,r","p,q,r","p,q,r","p","p"
"p->~(~~(q->(p->(~~~q->(~q->~~~~~r))))->p)","p,q,r","p,q,r","p,q,r","p","p"
"~(~~p->(~q->~(~~~(r->~~((r->q)->r))->~~q)))","p,q,r","p,q,r","p,q,r","p","p"
"~p->((~~~((q->~(~~~q->~~r))->~q)->s)->~p)","p","q","r","s","p"
"~p->~~((p->~(~(q->~~r)->(~~r->r)))->~~~s)","p,s","p,s","q,r","q,r","p"
"p->~~~~((~q->(~~~~(q->(~~r->s))->q))->~q)","p,q","p,q","r,s","r,s","p"
"~(p->~~p)->~((~q->~~~~((r->~s)->~~q))->s)","p","q","r","s","p"
"~(~(~~p->p)->~((q->~~(r->~~(~~~s->q)))->s))","p","q","r","s","p"
"p->~((q->(((r->~~~~~~~~q)->s)->~p))->~~s)","p","q,r,s","q,r,s","q,r,s","p"
"~~(p->~~(~(~q->~~(((r->~s)->s)->~~s))->~s))","s","p","q","r","p"
"~~~((p->~(~(~~p->q)->~~(r->s)))->~(~~s->r))","p,q,r,s","p,q,r,s","p,q,r,s","p,q,r,s","p"
"~((p->((~p->q)->(r->~~(p->~~~~~~s))))->~~q)","q","p,r,s","p,r,s","p,r,s","p"
"~(p->~(~~~~(q->~(r->((~~s->~q)->r)))->~~q))","p,q","p,q","r,s","r,s","p"
"(~(~(p->~p)->q)->~~~(~(~r->q)->s))->~~~~s","s","p,q,r","p,q,r","p,q,r","p"
"~((~(p->(~(q->~(~~q->~~r))->r))->~~~~s)->q)","q","p","r","s","p"
"~(((~~~~p->(~~(~~~(q->r)->~~s)->s))->p)->s)","p,s","p,s","q,r","q,r","p"
"p->~((~~~~~q->(r->s))->~~~(q->(r->~~~p)))","p,r","p,r","q,s","q,s","p"
"~~~(~((p->~~(~q->~(r->s)))->s)->~~(~q->~r))","q,r,s","q,r,s","q,r,s","p","p"
"~(p->(p->(~(~~(~~q->r)->(~~~~s->~q))->~p)))","p,q,s","p,q,s","p,q,s","r","p"
"~p->(~~~q->~((~(~(~r->p)->~q)->~q)->~~s))","p,q","p,q","r,s","r,s","p"
"~(p->((q->r)->((~~~~~p->~s)->(p->~~~~~s))))","p,s","p,s","q,r","q,r","p"
"~(~~(~~p->~(q->(~(q->(p->~r))->~q)))->~~~s)","s","p,q,r","p,q,r","p,q,r","p"
"~(~(~~~~~p->(~(q->(~p->~(~r->q)))->p))->~s)","p,q,s","p,q,s","p,q,s","r","p"
"~~~~(p->~~(q->~~~(~q->~((p->~q)->r))))->s","s","p,q,r","p,q,r","p,q,r","p"
"~(p->~~(((q->q)->~r)->~~~~(q->~(s->~~~r))))","p,q","p,q","r,s","r,s","p"
"~~((~~((~~(p->~p)->~~(~q->~r))->q)->s)->~p)","p","q,r,s","q,r,s","q,r,s","p"
"~~~(p->~p)->~~(~(~(~p->~~(q->r))->s)->~s)","p,s","p,s","q","r","p"
"~~((~p->~((q->(~p->r))->r))->~~(s->~~~~~s))","s","p,q,r","p,q,r","p,q,r","p"
"~p->~~(q->(~(~~~r->~~s)->~(s->(~~p->s))))","p,q,r,s","p,q,r,s","p,q,r,s","p,q,r,s","p"
"(~(~~~p->~~~~((~p->p)->q))->~r)->(s->~~r)","r,s","r,s","p,q","p,q","p"
"~(p->~((~~q->~((~~~~~r->~s)->(p->~q)))->r))","p","q,r,s","q,r,s","q,r,s","p"
"~~(~((~(~p->~q)->p)->(r->s))->~~(~~~~q->r))","r","p","q","s","p"
"~~((~((p->~~(q->~q))->~p)->~~r)->~(~~r->s))","p,q,r,s","p,q,r,s","p,q,r,s","p,q,r,s","p"
"~~~(((~~~~p->(p->~((q->q)->r)))->~r)->~~~s)","s","p,q,r","p,q,r","p,q,r","p"
"~~~(p->~~~(~q->~(((~r->(~~q->r))->r)->~s)))","p","q,r,s","q,r,s","q,r,s","p"
"((~~p->~~~~(q->~r))->s)->((s->~q)->~~~~s)","s","p,q,r","p,q,r","p,q,r","p"
"((p->q)->~~~q)->(~~(~r->~~~r)->(s->~~~p))","p,q,s","p,q,s","p,q,s","r","p"
"~(~~~p->~((~~q->r)->~~((~q->s)->~~r)))->r","p,r","p,r","q,s","q,s","p"
"~(~~((~~(~~~p->p)->~~q)->(~p->p))->~r)->s","p,r,s","p,r,s","p,r,s","q","p"
"~~(p->(q->(~~~~~p->r)))->((~q->~s)->~~~p)","p","q,r,s","q,r,s","q,r,s","p"
"((~~p->q)->(~(~r->~s)->~(q->~~~~~~s)))->r","r","p,q,s","p,q,s","p,q,s","p"
"p->~~(~~q->(~(~(p->r)->~s)->~(~~~p->~p)))","p,q,r,s","p,q,r,s","p,q,r,s","p,q,r,s","p"
"~(~(~~(~p->~~p)->~q)->(((~~~r->s)->r)->~r))","p,q,r","p,q,r","p,q,r","s","p"
"~~~~~((p->q)->~(~(~~q->p)->(~r->(~~s->p))))","p,q,r,s","p,q,r,s","p,q,r,s","p,q,r,s","p"
"~~~~~((~(p->p)->q)->~(r->~(q->~q)))->~~~s","s","p,q,r","p,q,r","p,q,r","p"
"~(~(p->(~~~~((q->~~~q)->r)->(r->~r)))->~~s)","p,r,s","p,r,s","p,r,s","q","p"
"(~((~~~~~(~p->~~q)->(q->~~r))->q)->r)->~s","s","p,q,r","p,q,r","p,q,r","p"
"((((p->~~q)->(~~~r->s))->~~r)->~~~~r)->~r","r","p","q","s","p"
"(~p->(~(p->~~~~((~q->r)->~~s))->~~~r))->r","r","p","q","s","p"
"(((~(p->~~~~~q)->r)->~~s)->~(s->~~~s))->s","s","p,q,r","p,q,r","p,q,r","p"
"~~(p->~(q->~~(~r->(s->q))))->~~~~(~~p->q)","p,q","p,q","r,s","r,s","p"
"((~p->~(q->~q))->(~~~~r->~(s->~~~~r)))->s","s","p,q,r","p,q,r","p,q,r","p"
"(p->~~~~((~~p->q)->r))->~~~~(p->~(s->~q))","p","q,r,s","q,r,s","q,r,s","p"
"~(~~p->~~q)->~~~~(q->(~~~r->((s->s)->q)))","q","p","r","s","p"
"~(~~p->(((~q->(~~p->~~q))->~~r)->~(~s->p)))","p","q,r,s","q,r,s","q,r,s","p"
"~~(p->~(~~p->(~~((~~q->~r)->s)->~s)))->~p","p","q,r,s","q,r,s","q,r,s","p"
"~(p->~(~(~q->r)->s))->(~~q->~~~~~~(r->r))","r","p","q","s","p"
"~((((~~(~~~~p->q)->r)->s)->q)->(~~p->~~~p))","p","q,r,s","q,r,s","q,r,s","p"
"(p->~q)->~~(~~((p->r)->~~~~~s)->~~(s->q))","q,s","q,s","p,r","p,r","p"
"~~~(p->(~~(q->~~r)->(p->~(~~s->~~r))))->r","p,r","p,r","q,s","q,s","p"
"~(~~((~p->q)->p)->~~(~~~~~(~r->(p->s))->s))","p,r,s","p,r,s","p,r,s","q","p"
"~~(p->(~q->~((r->(~(r->~~q)->~~~~s))->~r)))","p,q","p,q","r,s","r,s","p"
"~~~(~(~~~(~(p->p)->q)->r)->(~~s->~~(s->s)))","p,s","p,s","q","r","p"
"~~((~~~~~~~p->(q->~((r->~(s->p))->~q)))->r)","r","p,q,s","p,q,s","p,q,s","p"
"~~(p->(~((~q->~~r)->~p)->~~~(~~(s->r)->s)))","p,s","p,s","q,r","q,r","p"
"~~~((~((p->p)->~p)->(~q->~~r))->(~~~s->~r))","r,s","r,s","p,q","p,q","p"
"~~~~(~p->(~~(~q->(~r->~~p))->((q->p)->~s)))","p,s","p,s","q,r","q,r","p"
"~(p->((~p->q)->(~(q->r)->~~~~~p)))->~~~~s","p,q,r,s","p,q,r,s","p,q,r,s","p,q,r,s","p"
"~((~~~p->q)->(~(~~(r->~~~~q)->(s->~p))->r))","p,r,s","p,r,s","p,r,s","q","p"
"~~~~~((p->~~(~q->~(~~((~r->r)->s)->r)))->r)","r","p","q","s","p"
"~(~(~(p->q)->~~r)->~(p->~(~~~~q->~p)))->s","p,q,r,s","p,q,r,s","p,q,r,s","p,q,r,s","p"
"~~~(~(~((p->q)->~~~(~q->~r))->(s->p))->~~p)","p,s","p,s","q,r","q,r","p"
"~((p->p)->~(q->~~~~(r->r)))->~~~~(~q->~s)","q,s","q,s","p,r","p,r","p"
"~~(~p->(~q->(q->~(r->~s))))->(~s->~~~~~q)","q,s","q,s","p,r","p,r","p"
"p->~~((~q->(~(~~~~(r->q)->q)->~~~~s))->p)","p","q","r","s","p"
"~~p->(~(q->~~(~~~q->~~(r->(p->~s))))->~p)","q","p","r","s","p"
"~(((~(p->q)->~~(~(~r->s)->r))->~~~~p)->~~q)","p,q","p,q","r,s","r,s","p"
"~~(~~~((~~p->~~(q->r))->(s->q))->~(~~s->q))","q,s","q,s","p,r","p,r","p"
"~(p->~~(q->~(~(~p->(~~~(r->~~s)->q))->~r)))","p,q","p,q","r,s","r,s","p"
"~(~~~~~~~p->(((q->(~r->~(q->~s)))->q)->~p))","p","q","r","s","p"
"~~~~~(~~((((p->~q)->~r)->~s)->~s)->~p)->s","p,s","p,s","q,r","q,r","p"
"(~(p->q)->~r)->(~~~~s->~~~(~r->(s->~~q)))","s","p,q,r","p,q,r","p,q,r","p"
"p->((~~q->~~r)->~(s->(~~~(r->~~p)->~~p)))","p","q,r,s","q,r,s","q,r,s","p"
"~~~~(~~(~(~~~~((p->q)->r)->~p)->(p->s))->s)","s","p,q,r","p,q,r","p,q,r","p"
"~(~(p->~~~~p)->(~~~~q->(~(r->(r->~s))->q)))","p,q","p,q","r","s","p"
"~(~(~~p->~q)->(r->(~q->~(~~s->(~s->~~r)))))","q","p","r","s","p"
"~~~~(~~~p->((q->~~~p)->r))->(p->(s->~~q))","p,q,s","p,q,s","p,q,s","r","p"
"((~(~((~~~p->~~q)->~~~r)->~r)->s)->~r)->r","r","p","q","s","p"
"~(~(~(~p->q)->~(~~r->s))->(~(~q->q)->~~~q))","q","p","r","s","p"
"((~p->~(~(~~q->q)->~~~~q))->~(r->~s))->~r","r","p,q,s","p,q,s","p,q,s","p"
"p->(~~p->~(~~(~q->~(~(r->~~~r)->s))->~s))","p","q,r,s","q,r,s","q,r,s","p"
"(p->q)->(~(~~(~r->~~~q)->(r->s))->~~~~~s)","s","p","q","r","p"
"~(~(p->p)->(~~~(q->~~~~~~(r->(r->q)))->~s))","p,q","p,q","r","s","p"
"~~~p->(q->(r->~~(~s->(p->~(~~r->~~~r)))))","p,r","p,r","q","s","p"
"~((p->q)->(~~~~~~~~~(~~q->r)->((s->p)->r)))","q,r","q,r","p,s","p,s","p"
"(p->~p)->(~((~q->~~(p->~p))->~~~~r)->~~s)","p,r,s","p,r,s","p,r,s","q","p"
"~~(~(p->~(q->(~~~q->~(~p->~(~r->~s)))))->s)","p,s","p,s","q,r","q,r","p"
"(~~p->((q->~~~~r)->((~p->~~~p)->~~p)))->s","s","p,q,r","p,q,r","p,q,r","p"
"((~p->p)->q)->~~(p->(~~(r->~~~~~s)->~~r))","p,r","p,r","q,s","q,s","p"
"~~((p->~~(p->q))->r)->(~s->(~~~~p->~~~p))","p,s","p,s","q,r","q,r","p"
"~~~(~~(~p->((q->(~~p->q))->~~r))->(~~s->p))","p,s","p,s","q,r","q,r","p"
"~(~~~(~~p->~(q->~~r))->~((r->r)->(~s->~q)))","p","q,r,s","q,r,s","q,r,s","p"
"~((~((~(p->~q)->q)->~q)->~(~r->~s))->~~~~r)","r","p,q,s","p,q,s","p,q,s","p"
"~(p->~~(~~~~(~~~q->((r->s)->q))->(~~t->s)))","p,s,t","p,s,t","p,s,t","q","r"
"(~p->((~q->~q)->r))->~~~~~(~(s->~p)->~~t)","p,r,s,t","p,r,s,t","p,r,s,t","p,r,s,t","q"
"~((~p->(~q->(~r->~~~s)))->~~~(~q->(~q->t)))","q","p,t","p,t","r,s","r,s"
"~~~(~~~(~(p->(~~q->~r))->~~p)->s)->(p->t)","p","q","r","s","t"
"~~(p->~~~~~((~q->(~(~~r->~r)->s))->q))->t","t","p,q,r","p,q,r","p,q,r","s"
"(p->(p->(~~q->~~~~~r)))->~~(s->(t->~~~t))","s,t","s,t","p","q,r","q,r"
"~~~~~~(~p->(~(q->~r)->((s->~~~(p->t))->q)))","q","p","r","s","t"
"p->~~(q->~((r->r)->~~~~(~(~s->~t)->~~p)))","p,q","p,q","r","s,t","s,t"
"~~p->(~~(((~~~~(~~p->~q)->r)->r)->s)->~t)","p,t","p,t","r,s","r,s","q"
"~~(p->q)->(r->~~(~~~(~(~~s->~t)->t)->~q))","t","p","q","r","s"
"~(~~~~~~~(~~((p->q)->~((r->r)->s))->~t)->p)","p,t","p,t","q,s","q,s","r"
"~p->(~~((~(q->(~r->~~~~p))->s)->~t)->~~t)","p,t","p,t","q,s","q,s","r"
"~~~(~(~(p->~p)->~(q->~~~r))->~(~s->r))->t","p,t","p,t","r,s","r,s","q"
"~~(~~p->~~(~~q->(~~(r->r)->(~(s->~t)->t))))","t","p","q","r","s"
"~~(~p->q)->~~(~((~~~r->~(~s->~r))->r)->t)","r","p","q","s","t"
"~((~~((~(~~~~p->q)->~r)->s)->~(~t->~p))->t)","t","p,r,s","p,r,s","p,r,s","q"
"~~(~~~((~p->q)->~~(~~r->~(p->(s->p))))->~t)","r,t","r,t","p,q","p,q","s"
"~(~(~~~~p->(~~((~q->r)->~~(s->r))->~t))->r)","p,r,t","p,r,t","p,r,t","q","s"
"(p->~~~((~~q->(~r->~(~s->s)))->r))->~~~~t","t","p,q,r","p,q,r","p,q,r","s"
"~~(~(~~((~p->q)->r)->~(~s->t))->~~~~(r->p))","p,r","p,r","s,t","s,t","q"
"~(p->(~(~(~q->~r)->~~s)->~~(t->~~t)))->~s","s,t","s,t","p","q","r"
"~(~~p->~(q->(~~~(~r->~~(~~p->(q->s)))->t)))","p","q,r,t","q,r,t","q,r,t","s"
"~((~(~~~(~p->q)->~r)->~s)->(~~~r->q))->~t","q,r,t","q,r,t","q,r,t","s","p"
"~~(((~p->~~~~((~~~q->q)->~q))->r)->~(s->t))","q,r,s,t","q,r,s,t","q,r,s,t","q,r,s,t","p"
"~(p->((~~q->(~~(r->s)->s))->~~(~~~~~r->t)))","p,r,t","p,r,t","p,r,t","q","s"
"~((~(p->q)->~~~(~~~~r->s))->~(~~(q->t)->s))","q,s","q,s","p,r,t","p,r,t","p,r,t"
"~p->(~((q->~~(~~~q->r))->~(~~q->s))->~~t)","p,t","p,t","q,s","q,s","r"
"~~~~~(p->~((~(~q->~((~r->q)->s))->~~q)->t))","p","q,s,t","q,s,t","q,s,t","r"
"~~(~(p->~~(q->~(r->(~(~s->~~t)->~~p))))->s)","p,q,s","p,q,s","p,q,s","r","t"
"~~~(~(p->(~(~~(p->q)->~r)->~~~s))->~s)->t","p,r,s,t","p,r,s,t","p,r,s,t","p,r,s,t","q"
"~((p->(~q->~q))->~(r->~(~~s->(t->~~~~~s))))","q,r,s,t","q,r,s,t","q,r,s,t","q,r,s,t","p"
"~~((~(~p->~(~(~q->r)->~~(q->~s)))->~~p)->t)","t","p,q","p,q","r,s","r,s"
"(p->~~q)->(~~(~r->((~~~~s->~t)->r))->~~p)","p","q,r","q,r","s,t","s,t"
"~p->(~~(q->~(r->~~((~~~s->r)->t)))->~~~s)","p,s","p,s","q,r","q,r","t"
"~(~p->q)->((~~r->~~~~s)->(~~~~(t->r)->t))","p,q,t","p,q,t","p,q,t","r","s"
"~((p->~~~(~~~~(q->~~r)->(q->(s->~~q))))->t)","t","p,q,r","p,q,r","p,q,r","s"
"(~~~(p->(~~~q->r))->~~~~(s->~p))->(q->~t)","q,t","q,t","p,s","p,s","r"
"~(~p->(~~(~q->(~~(r->~~~(~s->t))->~s))->q))","p,q","p,q","r,s","r,s","t"
"~~(p->q)->~~(r->~~((q->~~(~s->~~t))->~q))","q,r","q,r","p","s,t","s,t"
"~~p->~(~~~~~(q->r)->((p->~s)->~~~(p->t)))","p","q,r","q,r","s,t","s,t"
"~(~~(p->(~~q->~(r->~s)))->(~t->p))->~~~~r","p,r,t","p,r,t","p,r,t","q","s"
"p->(~~~(~(~(q->r)->~(s->~~~p))->q)->~~~t)","q","p","r","s","t"
"~p->((~p->~~(~q->p))->~~~(r->~~~(~s->t)))","p","r,s,t","r,s,t","r,s,t","q"
"~~~(~p->(~((p->q)->(~~q->r))->~s))->~~~~t","p,q,s,t","p,q,s,t","p,q,s,t","p,q,s,t","r"
"p->~(~q->~((~((r->s)->~~~t)->~~~~~r)->p))","p","q,r,t","q,r,t","q,r,t","s"
"(p->~q)->(~~~~(p->~q)->((~r->~~~~~s)->t))","t","p,q","p,q","r,s","r,s"
"~(~~(~(p->q)->(~r->~~s))->~~~~(s->(t->~q)))","q,s,t","q,s,t","q,s,t","p,r","p,r"
"~(~~(~~p->(~~~q->~p))->r)->(~~s->(~s->t))","s","p","q","r","t"
"~(~~(p->~p)->~q)->~(~(~~r->s)->~~(~t->t))","p,q","p,q","t","r,s","r,s"
"(~p->(~~((~~p->(~q->~r))->s)->~~~~t))->~r","r","p,s,t","p,s,t","p,s,t","q"
"~((p->q)->~~~~(~(r->(~s->r))->~~~s))->~~t","r,s","r,s","p","q","t"
"(~p->~(((~~q->~~r)->~s)->~~~t))->~~(t->p)","p,t","p,t","s","q,r","q,r"
"~~((~((p->q)->~~(~~r->~s))->t)->(~p->~~~q))","p,q","p,q","t","r,s","r,s"
"~(p->~~~(q->(~~(((~~~r->s)->~q)->~~r)->t)))","p","q,r,t","q,r,t","q,r,t","s"
"p->~~~~(q->~~(~(r->~(~(~~s->~p)->t))->t))","p,q,r,t","p,q,r,t","p,q,r,t","p,q,r,t","s"
"(~(p->~~~~((~~~~~~q->r)->p))->r)->(s->~t)","s,t","s,t","p,r","p,r","q"
"~p->(~~(~q->~p)->~(~r->(~(~~~q->s)->~t)))","p","q,r,t","q,r,t","q,r,t","s"
"~~((~~~~~p->(~q->~~(~r->(s->t))))->t)->~p","p","q,r,t","q,r,t","q,r,t","s"
"~~~~~~p->~((~q->((~(~~~p->r)->s)->t))->r)","p","q,r,t","q,r,t","q,r,t","s"
"p->(~~(~~~(~(~~~q->(q->r))->s)->t)->~~~r)","p,r","p,r","q,t","q,t","s"
"~(~~~((~(p->p)->~(~q->r))->~~~r)->(s->~~t))","r,s,t","r,s,t","r,s,t","q","p"
"~(~~~~(p->(q->(~r->~~~s)))->(~~q->p))->~t","p,q,t","p,q,t","p,q,t","r,s","r,s"
"~(p->~(~(~(~q->~~~(~~~~p->(r->q)))->s)->t))","p","q,s,t","q,s,t","q,s,t","r"
"~((p->~~(q->(~~r->(p->~~~~(~s->~~t)))))->q)","q","p","r","s","t"
"~~~~~~(~~~((~p->((q->~(~r->r))->r))->s)->t)","s,t","s,t","p,r","p,r","q"
"~~(~((p->q)->~~q)->~(r->(~(~s->~~t)->~~p)))","q","p,r","p,r","s,t","s,t"
"~~((p->q)->~~~(q->~~(~(~~r->~~s)->t)))->q","q","p,t","p,t","r,s","r,s"
"~~~(~~p->~((q->r)->~~(s->~(~s->(~t->~p)))))","p","q,r,s","q,r,s","q,r,s","t"
"~~(p->((q->~~r)->(~~~s->~((p->~~t)->~~r))))","p,s","p,s","q,r","q,r","t"
"~((p->((~~(q->r)->s)->~~~~(~s->~~~~q)))->t)","t","p,q,s","p,q,s","p,q,s","r"
"(p->p)->(~(~~~~~~~q->~r)->((q->s)->~~~t))","q,r,t","q,r,t","q,r,t","p","s"
"~(~~((~~p->((q->p)->r))->~~~~(~s->~s))->~t)","t","p,r,s","p,r,s","p,r,s","q"
"~~((~~~~p->(~q->r))->(~s->(q->~~~(~t->p))))","q,s","q,s","p,r","p,r","t"
"~(~~~(p->(~q->r))->~((~~r->~~~~(q->s))->t))","p,q,r","p,q,r","p,q,r","t","s"
"(~~~(~p->q)->~~(~(~r->(~~s->~s))->~t))->s","s","p","q","r","t"
"~(p->(~(~q->~~((~~r->q)->~~~~s))->t))->~q","q","p","r","s","t"
"p->(~~~(~q->~~r)->(~s->~((~~t->~~t)->p)))","p,q,r,s","p,q,r,s","p,q,r,s","p,q,r,s","t"
"(~((p->~~~~~~~~(q->q))->~(~r->~s))->r)->t","t","q,r,s","q,r,s","q,r,s","p"
"~~p->~~~~(~q->(~~(~((~r->~s)->s)->t)->s))","p,q,s","p,q,s","p,q,s","t","r"
"~(~p->((q->r)->~((~~~~(~s->~~~t)->r)->~q)))","p","q,r","q,r","s,t","s,t"
"~~((~(~(p->~~q)->((~r->~~~s)->q))->~~t)->p)","p","q","r","s","t"
"~~((~~~p->((q->~~p)->~~p))->(~r->(s->~~t)))","r,s,t","r,s,t","r,s,t","p","q"
"p->(~(~~p->p)->~(~~~(~q->~~(~r->s))->~t))","p","q","r","s","t"
"~~(p->~((~~~(~~q->r)->((~s->~t)->~~t))->s))","p","s,t","s,t","q,r","q,r"
"~~~~(p->((~q->~~r)->((~~~s->~~t)->(s->p))))","p","q","r","s","t"
"~((p->~(q->~(r->~~s)))->~~(~~p->~(t->~~p)))","p","q,t","q,t","r,s","r,s"
"~((~(((~p->~~~~(q->~~r))->~~~s)->s)->t)->p)","p","s,t","s,t","q,r","q,r"
"~((~(p->q)->~r)->~~~~~((s->~~~s)->~(t->t)))","r,s,t","r,s,t","r,s,t","p,q","p,q"
"~((p->~~(~~q->~~~~(~(~r->s)->r)))->r)->~t","r,t","r,t","p,q","p,q","s"
"~((~~(p->q)->~~(~r->s))->~~~((~t->p)->~~s))","s","p","q,r,t","q,r,t","q,r,t"
"~(~p->(~(~~~q->~(((~~~r->p)->~s)->~p))->t))","p,q,t","p,q,t","p,q,t","s","r"
"~(~~(((~~p->~~q)->~r)->(~(~s->p)->~~r))->t)","t","p,r,s","p,r,s","p,r,s","q"
"~((~p->~q)->~~(~(~(~r->(~s->p))->~~~s)->t))","s","p","q","r","t"
"~~~~((~(p->q)->~~~~~r)->((s->~~r)->(t->s)))","s,t","s,t","r","p,q","p,q"
"~~(~~~(p->(~q->r))->~(s->t))->~~(~~~t->s)","s,t","s,t","p","q,r","q,r"
"~~(~~(~(p->~(~q->~r))->~~~~(r->(p->s)))->t)","t","p,r,s","p,r,s","p,r,s","q"
"p->~~((q->~~((~r->~s)->~~~(~~r->t)))->~t)","p,t","p,t","q,r","q,r","s"
"~~(p->~~(~((~q->~~~~r)->~((q->s)->q))->~t))","p,q,t","p,q,t","p,q,t","r","s"
"~(~p->~(~~~~(~~~(((q->p)->~r)->~s)->s)->t))","p","r,s,t","r,s,t","r,s,t","q"
"~~(~(((~~~p->~~~(~(q->~r)->p))->~s)->q)->t)","q,t","q,t","p,s","p,s","r"
"(~~p->(~~(~p->(p->~p))->(~(p->p)->~p)))->~~p","p","p","p","p","p"
"~~(p->~(p->p))->~(((~p->~~~p)->~~p)->(p->p))","p","p","p","p","p"
"~~(p->~~(~(p->p)->(p->((p->~p)->~~p))))->~~p","p","p","p","p","p"
"~~~~((((~~p->~~~p)->p)->p)->((p->~p)->p))->p","p","p","p","p","p"
"~((~(p->p)->~~~~(~p->p))->(p->(~~p->~(p->p))))","p","p","p","p","p"
"~~(((p->~(~~(p->~p)->p))->p)->~(~p->~~p))->p","p","p","p","p","p"
"~((~p->((p->p)->(~~(~p->~(~~p->~p))->p)))->~p)","p","p","p","p","p"
"p->(p->(((~~p->~p)->~(~~(~p->p)->~~~p))->p))","p","p","p","p","p"
"~(p->~~~~(p->(p->(~(~~p->((~p->p)->p))->~p))))","p","p","p","p","p"
"~~((~(p->~p)->~(p->~p))->(~~~(p->(p->~p))->p))","p","p","p","p","p"
"~~(~(p->p)->~((~~p->(~p->~p))->~(p->(~p->p))))","p","p","p","p","p"
"~(p->(~(~(p->~~((p->~p)->p))->(~p->p))->~~~p))","p","p","p","p","p"
"~p->(~((~~p->(~p->p))->p)->~((~p->~~~p)->p))","p","p","p","p","p"
"p->~((p->~~~~~(~((p->p)->~p)->(~p->~p)))->p)","p","p","p","p","p"
"~(p->~~~((~p->(p->~(p->(~~p->~~p))))->p))->p","p","p","p","p","p"
"p->(p->~~~~((~~(p->(p->p))->~~p)->(~p->~p)))","p","p","p","p","p"
"~(~~(~(~~p->(p->~~p))->~p)->~((p->p)->(p->p)))","p","p","p","p","p"
"~~(p->~(p->(p->~(~p->(p->~((~~p->~~p)->p))))))","p","p","p","p","p"
"~(~((p->~p)->p)->~(((p->(~p->p))->~~~p)->~~p))","p","p","p","p","p"
"~(~((~~((p->p)->~p)->p)->~~((~p->p)->p))->~~p)","p","p","p","p","p"
"p->(p->(~~~(~p->(p->p))->~((p->~p)->~~~~p)))","p","p","p","p","p"
"~((~p->~p)->((~~~~p->(~(p->p)->p))->~~(p->p)))","p","p","p","p","p"
"~~(~(p->~p)->(~p->(~~(((p->p)->~p)->~~p)->p)))","p","p","p","p","p"
"~~((~(~p->~p)->((~~~~p->p)->((p->~p)->p)))->p)","p","p","p","p","p"
